Word,Conc.M,Conc.SD
食谱,4.225806,0.762001
试验,3.258065,1.063571
术士,2.965517,1.40109
述说,2.903226,0.907555
霜降,3.8,1.030567
水蛇,4.5806450000000005,0.807225
水源,4.193548,0.749193
死囚,4.258065,1.031754
挑逗,2.387097,0.954897
厅堂,4.225806,0.883541
同胞,3.83871,0.969425
突破,2.709677,1.243478
椭圆,4.193548,0.87252
外汇,3.7,1.207734
玩具,4.533333,0.62881
威逼,2.612903,0.919327
威吓,2.870968,1.05647
围墙,4.466667,0.730297
稳重,2.645161,1.252953
问候,2.933333,1.048261
武打,3.225806,1.023383
西藏,4.8709679999999995,0.340777
下降,3.354839,1.112007
卸妆,4.064516,0.813858
辛辣,3.548387,1.120676
匈奴,4.096774,1.011759
学童,4.322581,0.944708
雪茄,4.709677,0.528744
徇私,2.451613,0.850047
演奏,3.677419,1.076634
洋葱,4.83871,0.373878
疑云,2.066667,0.868345
意识,1.7096770000000001,0.972747
影射,2.0,0.946864
油画,4.193548,1.108132
浴缸,4.774194,0.425024
预想,2.193548,0.980454
源自,1.9642860000000004,0.961563
赠品,4.0,0.730297
战机,4.2,1.063501
长城,4.83871,0.373878
照常,2.37931,1.115277
箴言,3.107143,0.956045
阵亡,3.741935,0.964978
止渴,3.6,1.069966
指定,3.258065,0.964978
指控,2.967742,1.016001
皱眉,4.516129,0.724383
祝福,2.935484,1.152837
筑巢,3.903226,0.789719
转机,2.566667,0.971431
装傻,3.266667,1.080655
装置,3.903226,1.011759
总统,4.709677,0.528744
醉拳,3.903226,1.10619
尊重,2.580645,1.148164
按摩,3.83871,0.934408
白热,2.37037,1.114525
被害,3.193548,1.013882
玻璃,4.741935,0.514311
参考,2.612903,0.954897
灿烂,2.451613,1.027577
茶叶,4.8709679999999995,0.340777
差异,2.548387,0.960511
常温,3.483871,1.060533
超度,1.9259259999999996,1.206582
超重,3.83871,1.128325
吵架,4.1290320000000005,0.846244
吵闹,3.645161,1.050346
冲劲,2.322581,0.83215
喘息,3.612903,1.054433
磁力,3.064516,1.314927
此后,2.241379,1.154345
刀剑,4.645161,0.660726
诋毁,2.516129,0.99569
抵达,3.483871,1.121635
电脑,4.903226,0.300537
定局,2.83871,1.213721
短片,4.193548,0.792437
发泄,2.709677,1.131181
泛舟,3.580645,1.176837
费解,2.451613,1.059519
分秒,3.833333,1.085431
尴尬,2.258065,0.815179
挂念,2.483871,1.060533
关照,2.774194,1.146289
归功,2.354839,1.198565
诡诈,2.193548,0.980454
黑暗,3.774194,1.175009
护照,4.709677,0.528744
花甲,3.793103,1.206509
诙谐,2.233333,0.897634
挥霍,2.580645,0.958269
祸患,2.741935,1.210172
加刑,3.16129,1.003221
健康,3.133333,1.136642
介绍,3.3,1.022168
金牌,4.633333,0.490133
局促,2.466667,0.973204
卡片,4.677419,0.475191
慨叹,2.7,1.178836
刻意,2.451613,1.027577
垦荒,3.766667,1.040004
快餐,4.483871,0.569852
款待,3.322581,0.871286
唠叨,3.322581,1.076634
连锁,2.933333,1.201532
灵感,2.032258,1.168585
流程,3.129032,0.957146
茫然,1.9354839999999998,0.853834
梦境,2.419355,1.310832
灭绝,3.258065,1.094463
母舰,4.166667,0.874281
奶粉,4.8709679999999995,0.340777
恼火,2.645161,1.050346
盘子,4.709677,0.461414
泡茶,4.290323,0.901611
漂浮,3.516129,1.060533
平定,2.935484,1.26321
仆役,4.1,0.959526
企鹅,4.935484,0.249731
强弱,2.413793,0.907006
峭壁,4.387097,0.954897
青春,2.645161,1.141589
轻微,2.366667,0.999425
情势,2.322581,0.979357
雀斑,4.4193549999999995,0.807225
日历,4.548387,0.767624
如此,2.25,1.236033
入夜,3.322581,1.221668
赊账,3.516129,1.060533
申辩,3.129032,1.258092
生殖,3.870968,0.991361
省却,2.535714,0.999338
失火,4.0,1.032796
实施,3.064516,0.89202
事故,3.870968,0.957146
手感,2.870968,1.284314
双子,2.708333,1.122078
水母,4.677419,0.791079
水塘,4.774194,0.425024
司仪,4.322581,0.83215
思乡,2.387097,1.115868
锁链,4.387097,0.919327
他人,3.258065,1.124507
踏实,2.580645,1.057487
太多,2.827586,1.167077
梯形,4.225806,0.956022
提升,2.733333,1.080655
天色,3.419355,1.204829
条理,2.709677,1.070624
调整,2.633333,1.217214
同义,2.8,1.095445
微笑,4.032258,0.795147
无力,2.483871,1.15097
系统,3.2,1.214851
纤维,3.741935,1.063571
香烟,4.774194,0.425024
镶嵌,3.032258,1.277599
向心,2.6,0.894427
亚裔,4.16129,0.934408
样子,2.806452,1.222548
一切,2.259259,1.022538
义演,3.344828,1.078221
淤积,2.866667,1.195778
怨言,3.0,1.183216
在乎,2.645161,0.914636
糟蹋,3.133333,0.899553
张贴,4.032258,0.948116
障碍,3.193548,1.046243
遮掩,3.064516,1.09348
知名,2.866667,0.973204
直观,2.322581,1.076634
致病,2.862069,0.87522
中庭,3.478261,1.16266
钟楼,4.551724,0.73612
骤雨,4.258065,0.815179
资源,2.9,1.124952
纵情,2.166667,0.74664
安慰,3.208333,1.020621
白骨,3.708333,1.122078
不对,3.583333,1.411649
不再,2.434783,0.992063
菜苗,4.041667,0.999094
蚕豆,4.625,0.76967
茶壶,4.5,0.722315
痴心,2.25,0.989071
臭氧,3.958333,1.232853
窗口,3.833333,1.09014
瓷器,4.416667,0.583592
从政,3.083333,1.138904
村镇,4.166667,0.868115
大便,4.583333,0.653863
低估,2.565217,1.199473
叮当,2.565217,1.199473
冬季,4.166667,0.916831
动静,2.416667,1.017955
惰性,2.708333,1.232853
砝码,3.304348,1.145536
帆布,4.333333,0.916831
钢笔,4.833333,0.380693
膈膜,2.695652,1.145536
跟踪,2.956522,0.877924
勾当,2.333333,1.129319
规定,3.347826,1.335144
合拍,2.75,1.032094
衡量,2.458333,0.977093
后来,2.375,1.209114
后腿,3.782609,0.998022
化验,3.333333,0.963087
黄色,3.75,1.224745
惠顾,2.913043,0.949308
婚礼,4.166667,0.816497
积分,3.454545,1.405
急促,2.833333,0.963087
价钱,3.5,1.251086
价值,2.458333,1.318074
矫形,3.086957,1.040675
教主,3.375,1.244553
解决,2.666667,1.274044
禁欲,3.130435,1.179536
旧事,2.666667,1.307725
剧情,2.916667,1.348644
爵士,3.583333,1.100066
开腔,2.7,0.732695
堪称,2.041667,0.999094
考官,4.25,0.607919
烤肉,4.375,0.76967
孔雀,4.791667,0.414851
劳苦,2.26087,0.810016
老千,2.565217,1.160959
雷电,4.416667,0.653863
立场,2.416667,1.059806
利息,3.541667,1.102533
连累,2.695652,0.97397
镰刀,4.5,0.780189
量子,2.521739,1.343996
轮回,1.9565219999999997,1.223938
马厩,4.458333,0.58823
蜜蜂,4.75,0.607919
苗条,3.041667,1.041703
民俗,2.791667,1.284664
明天,3.666667,1.34056
念诵,3.608696,0.891328
女童,4.416667,0.583592
配合,2.916667,1.059806
披散,2.454545,1.056827
品质,2.666667,1.403928
品种,3.25,1.188715
平静,2.791667,0.931533
祈福,2.75,1.188715
潜力,2.291667,0.999094
蜻蜓,4.666667,0.868115
惹祸,2.666667,1.0495
仁兄,3.375,0.824226
荣幸,2.375,0.875388
撒娇,2.958333,1.082636
色彩,3.041667,1.232853
神话,2.333333,1.239448
声望,2.130435,1.140349
史诗,2.75,1.390965
使命,2.333333,1.239448
适宜,2.166667,1.09014
收藏,3.478261,0.790257
淑女,3.458333,0.931533
水车,4.458333,0.658005
睡衣,4.583333,0.717282
体察,2.304348,0.822125
调停,2.521739,1.122884
铁桥,4.166667,0.916831
童工,4.291667,0.858673
望族,2.318182,1.129111
温差,3.166667,1.167184
吸热,2.791667,1.141287
心计,2.130435,0.967863
新潮,2.333333,1.09014
新婚,3.958333,0.999094
雄蜂,4.708333,0.750604
严寒,3.666667,1.129319
药材,4.083333,0.775532
要人,2.5,0.945905
液晶,4.083333,0.717282
一样,2.565217,1.199473
衣橱,4.625,0.494535
医药,3.458333,1.020621
遗书,3.916667,0.928611
遗物,4.083333,1.017955
营火,3.409091,0.796366
营养,2.521739,1.201119
勇夺,2.0,0.852803
援兵,3.708333,0.80645
云朵,4.375,0.646899
噪音,3.541667,1.102533
占据,2.434783,0.787752
长笛,4.458333,0.883627
照应,2.166667,0.868115
窒息,2.958333,1.160179
主题,2.217391,1.085295
驻军,3.826087,0.834058
装卸,3.958333,0.954585
桌面,4.125,0.797414
茁壮,2.434783,0.945135
钻石,4.5,0.780189
班级,3.666667,1.0495
扮演,2.791667,1.250362
绑匪,4.416667,0.50361
报告,3.478261,1.081647
暴晒,3.375,1.13492
悲哀,2.291667,0.999094
北面,3.625,1.244553
查案,3.458333,0.977093
柴油,4.625,0.575779
乘法,3.625,1.345282
吃饭,4.166667,1.00722
吃惊,2.75,0.944089
池塘,4.583333,0.653863
赤足,3.75,0.989071
璀璨,2.041667,0.858673
存活,2.652174,1.070628
搭车,3.958333,0.750604
打工,3.833333,1.00722
电话,4.5,0.834058
独特,1.9583329999999997,0.858673
对峙,2.708333,0.999094
扉页,3.5,1.224745
峰会,3.166667,0.963087
蜂蜜,4.708333,0.464306
福气,2.166667,1.167184
复杂,2.304348,0.97397
跟随,3.086957,0.949308
公爵,4.0,0.904534
官职,3.434783,1.27301
锅盖,4.416667,0.775532
汉奸,3.75,1.073394
核弹,4.5,0.722315
后果,2.25,0.896854
会员,3.541667,1.250362
混蛋,3.208333,1.178767
稽查,3.217391,1.126399
价格,3.875,1.115601
坚决,2.652174,1.027295
减价,3.875,0.991814
剪彩,3.916667,1.017955
简单,2.666667,1.167184
简明,2.333333,1.129319
酱油,4.375,0.923721
叫苦,2.666667,1.167184
捷径,2.565217,1.199473
近日,2.708333,0.999094
决断,2.458333,1.020621
科技,2.958333,1.334465
蝌蚪,4.666667,0.701964
空壳,3.227273,1.109776
快活,2.25,0.896854
旷野,3.083333,1.248187
扩张,2.291667,1.082636
乐园,3.375,1.172604
雷声,4.125,0.850192
聊天,3.625,1.244553
菱形,4.166667,1.167184
零星,2.478261,0.947224
留学,4.0,0.932505
陋室,3.0,1.215838
卵巢,4.375,0.76967
论据,2.956522,1.106931
螺旋,3.583333,1.17646
蒙混,2.375,1.013496
名号,3.0,1.215838
男女,4.125,0.946963
内力,2.0,1.140175
年代,3.478261,0.994053
念头,2.166667,0.963087
凝结,2.416667,1.316011
排外,2.304348,0.97397
叛乱,3.25,1.259745
皮鞭,4.5,0.932505
匹敌,2.5,1.021508
前往,3.086957,1.083473
勤劳,2.958333,1.301476
人祸,2.708333,1.232853
丧命,3.541667,1.178767
山泉,4.25,0.793999
赏赐,3.130435,1.289973
社员,3.791667,0.832971
省略,2.652174,1.152416
事迹,3.0,1.14208
守望,2.565217,1.236788
寿宴,3.666667,1.129319
受孕,3.75,1.151558
梳洗,3.833333,0.701964
鼠疫,4.208333,1.102533
四处,2.347826,1.027295
四海,2.375,1.279011
松弛,2.652174,0.982052
台阶,3.75,1.259745
太阳,4.666667,0.761387
淘汰,3.173913,1.15413
同步,2.666667,0.916831
骰子,4.625,0.646899
图鉴,3.666667,1.00722
土著,3.304348,1.145536
蔚蓝,2.708333,1.160179
瞎子,3.956522,0.877924
享受,2.416667,1.100066
哮喘,4.0,0.65938
刑警,4.416667,0.974308
宣传,2.833333,1.167184
掩饰,2.541667,1.178767
佯攻,2.565217,1.079818
以上,2.45,0.887041
翌日,3.208333,1.020621
阴凉,3.208333,0.883627
英军,4.130435,0.868873
影坛,3.583333,1.212854
应当,2.181818,0.664499
硬币,4.541667,0.658005
幼稚,2.166667,1.00722
鱼竿,4.75,0.442326
雨伞,4.458333,1.062367
遇险,2.909091,1.019294
御赐,2.666667,1.0495
炸鸡,4.541667,0.58823
只顾,2.0,0.904534
制订,2.833333,1.09014
滞销,2.875,1.153916
左脚,4.375,1.013496
矮小,4.322581,0.701764
巴结,3.064516,1.09348
把握,2.419355,1.118755
斑纹,4.064516,0.997847
包抄,3.129032,1.087564
背叛,3.354839,1.330373
倍增,3.290323,1.370974
本土,3.633333,1.159171
表扬,4.032258,0.948116
冰糖,4.774194,0.560338
并且,2.25,1.142609
病榻,3.6,1.275769
仓促,2.935484,0.997847
沉默,3.645161,0.984831
赤子,2.964286,1.2013
丑事,3.096774,1.075634
出色,3.064516,1.12355
船票,4.741935,0.444803
创刊,3.566667,1.250747
地球,4.5806450000000005,0.847514
地狱,2.387097,1.202149
吊灯,4.741935,0.444803
定律,2.586207,1.15007
洞窟,3.967742,1.110071
短暂,2.5,1.042213
婀娜,2.16129,1.003221
飞吻,4.064516,0.771815
风格,2.233333,1.222866
夫子,3.071429,1.274495
敷衍,2.870968,1.05647
俯视,3.677419,1.275071
负面,2.806452,1.194972
改善,2.827586,1.071346
感性,2.064516,1.030711
钢筋,4.677419,0.791079
股票,4.096774,1.075634
呵斥,3.322581,1.076634
赫然,1.9285709999999998,0.81325
欢聚,3.935484,0.813858
幻象,2.096774,1.011759
换气,3.689655,0.849514
荒岛,4.4193549999999995,0.922829
回声,3.516129,1.15097
及时,3.172414,1.197288
纪念,2.967742,1.224306
艰苦,3.290323,0.972747
兼职,4.032258,0.948116
交通,3.966667,1.033352
巨大,3.451613,1.090526
开除,3.967742,1.048296
扣押,3.903226,0.789719
枯燥,2.870968,1.310011
列国,2.75,1.109721
临海,3.935484,0.963863
令郎,4.172414,0.848064
流言,2.870968,1.05647
吗啡,4.225806,0.990275
门锁,4.83871,0.373878
门诊,4.16129,0.77875
绵力,2.291667,0.907896
渺小,2.774194,1.116831
明晚,4.4193549999999995,0.847514
明月,4.516129,0.724383
命苦,2.83871,1.213721
漂流,3.548387,1.120676
婆婆,4.5806450000000005,0.807225
前辈,4.096774,0.789719
前生,2.766667,1.165106
钳制,3.0,1.133893
桥头,4.4193549999999995,0.672022
憔悴,3.387097,1.054433
亲人,4.225806,0.844972
去处,2.774194,1.146289
劝解,3.354839,1.050346
群众,3.806452,1.077632
认罪,3.387097,1.022331
弱智,3.354839,1.141589
扫描,3.387097,1.256382
善后,2.870968,1.175923
声调,3.870968,0.921663
失恋,3.967742,0.948116
手册,4.322581,1.045214
树脂,4.290323,1.070624
塑胶,4.483871,0.769024
谈天,2.733333,1.014833
贴近,3.3,1.055364
通过,3.344828,1.142549
徒手,3.483871,1.091512
拖延,3.032258,1.048296
外资,3.709677,0.937854
晚装,4.4,0.563242
王室,4.1,0.959526
王族,3.677419,1.076634
位于,2.758621,1.214648
温度,3.870968,1.087564
无机,2.538462,1.066987
县城,4.193548,0.909921
象棋,4.774194,0.497305
笑声,4.258065,0.815179
新人,3.741935,1.031754
信任,3.166667,1.176885
信箱,4.677419,0.475191
宿舍,4.677419,0.475191
需要,2.645161,1.112007
驯服,2.933333,0.868345
衙门,4.225806,0.990275
亚军,4.5,0.731083
遗容,3.677419,1.045214
疑惑,2.7,1.149213
应战,2.935484,1.152837
佣金,3.870968,0.991361
忧愁,2.774194,1.407354
鱼塘,4.5806450000000005,0.62044
再见,3.482759,1.121883
在场,3.516129,0.961629
执导,2.965517,1.238742
止血,4.290323,0.782881
指挥,3.935484,0.928636
志气,2.548387,1.286823
治标,2.857143,0.970463
重启,3.709677,1.101319
重生,2.866667,1.195778
助阵,3.290323,1.006431
醉心,2.0,0.981307
碍眼,2.709677,0.901611
边沿,3.533333,1.136642
便秘,4.16129,0.898027
别墅,4.612903,0.715422
不料,2.310345,0.890564
布料,4.225806,1.086575
采访,3.967742,0.982645
采用,3.258065,1.124507
承办,3.129032,0.921663
除外,2.517241,1.056297
触动,2.806452,1.222548
纯粹,2.032258,1.016001
祠堂,4.548387,0.505879
刺杀,4.032258,1.048296
代谢,3.033333,1.129032
毒品,4.451613,0.925156
恩惠,2.83871,1.067607
防卫,3.548387,0.994609
仿冒,3.225806,1.023383
放荡,2.419355,0.958269
枫叶,4.709677,0.782881
奉告,2.870968,1.05647
佛教,4.16129,0.934408
否则,2.533333,0.973204
扶助,3.354839,0.914636
负担,3.066667,1.080655
纲领,3.4,1.037238
公尺,4.322581,1.045214
公函,4.233333,0.8172
惯性,3.193548,1.194972
国民,4.064516,0.963863
过境,3.571429,0.878912
海床,3.483871,1.179575
海滩,4.612903,0.495138
行人,4.1290320000000005,1.087564
贺卡,4.4193549999999995,1.118755
花瓣,4.483871,1.028623
花费,3.354839,0.950382
回礼,3.83871,0.820438
荟萃,2.517241,1.021927
晦涩,2.071429,0.81325
畸形,3.322581,1.194071
激战,3.290323,1.006431
极光,4.0,0.930949
己见,2.483871,0.961629
贱人,3.37931,1.146853
交给,3.133333,1.136642
焦虑,2.935484,1.340037
教宗,3.464286,1.104943
结账,4.225806,0.804557
解析,3.193548,1.108132
戒指,4.741935,0.444803
金币,4.645161,0.660726
禁闭,3.290323,1.006431
开支,3.741935,0.929794
苛求,2.741935,0.929794
科学,2.806452,1.400461
克星,3.064516,1.062559
口味,3.193548,1.327136
匮乏,2.645161,0.950382
老伯,4.516129,0.724383
力学,3.16129,1.319009
炼钢,4.322581,0.791079
料想,2.451613,1.059519
烈焰,3.774194,1.116831
临终,3.666667,1.028334
铃声,4.354839,0.877435
裸体,4.516129,0.724383
盲点,2.903226,1.220788
冒犯,2.645161,0.950382
铭记,3.032258,1.110071
木屋,4.709677,0.528744
拿走,3.516129,1.179575
内向,2.83871,1.185939
披露,2.677419,1.076634
瀑布,4.83871,0.454369
气力,3.310345,1.137147
弃婴,4.354839,0.914636
铅球,4.741935,0.444803
巧匠,3.387097,1.229564
俏皮,3.032258,1.110071
惬意,2.483871,1.207503
清醒,3.419355,1.057487
任何,2.344828,1.369981
日记,4.516129,0.851311
熔化,3.935484,0.928636
三角,4.322581,0.83215
诗人,4.258065,0.929794
使用,3.322581,1.045214
薯条,4.774194,0.425024
他日,2.310345,1.168132
特别,2.3,1.149213
体贴,3.225806,1.055452
天花,3.827586,1.197288
调情,2.548387,1.206613
退步,3.193548,1.108132
蜕变,2.9,0.994814
温驯,3.032258,1.048296
午睡,4.290323,0.642575
务必,2.709677,1.188656
溪谷,4.133333,1.224276
相对,2.483871,1.060533
香气,3.870968,0.884757
性格,2.935484,1.364685
宿怨,2.533333,1.105888
锈迹,3.741935,1.124507
酗酒,3.903226,0.789719
雪人,4.548387,0.722897
窑洞,4.709677,0.461414
营造,2.83871,0.898027
在位,2.866667,1.195778
早上,4.387097,0.803219
展品,4.193548,0.833441
真空,3.483871,1.15097
挣脱,2.870968,1.087564
殖民,3.580645,1.118755
治安,3.419355,1.118755
中叶,2.769231,1.031802
准则,2.903226,1.135924
灼热,3.3,0.952311
咨询,3.354839,1.170424
罪人,3.741935,1.124507
包括,3.24,1.267544
饱尝,3.16,0.986577
保险,4.0,1.021508
变态,2.695652,1.294561
表白,3.653846,1.263085
兵力,3.576923,1.064822
财神,3.88,1.480991
操练,3.807692,0.980581
曾祖,4.384615,1.022817
厂房,4.5,0.707107
承认,3.576923,1.172112
澄清,3.346154,1.354764
踌躇,2.913043,1.202764
出丑,2.923077,1.163549
出价,3.76,0.925563
出境,4.076923,0.97665
处罚,3.28,1.208305
传令,3.5,0.989949
传说,2.307692,1.289007
啜泣,4.12,1.092398
次等,2.692308,1.010712
搭档,4.076923,0.844894
嫡传,4.115385,1.107318
典籍,3.961538,0.915675
点灯,4.153846,1.120439
碘酒,4.7692309999999996,0.58704
儿女,4.576923,0.643309
发狂,2.76,1.128421
反弹,2.583333,0.928611
反攻,3.230769,1.031802
锋利,3.56,1.227464
敷药,4.115385,0.993053
浮现,2.115385,1.032547
妇科,3.692308,1.192283
告别,3.423077,1.101747
官能,2.347826,0.982052
贵姓,4.08,1.15181
过客,3.0,1.131371
海岸,4.115385,0.951921
海峡,4.076923,0.89098
寒假,4.153846,0.967153
行动,2.807692,1.16685
合理,2.4,1.154701
回忆,2.346154,1.354764
火山,4.7692309999999996,0.429669
极权,2.208333,1.102533
寄生,2.769231,0.908083
加冕,3.08,0.909212
缰绳,3.8,1.190238
接触,3.0,1.095445
结合,2.538462,1.066987
锦标,2.92,1.187434
精华,2.04,1.206924
窘境,2.730769,0.961569
开恩,2.391304,1.269901
课本,4.5,0.860233
来信,4.115385,0.951921
滥用,2.461538,1.066987
历险,2.692308,0.970329
伶俐,2.692308,1.225373
灵性,1.8461540000000003,0.833897
幔帐,3.416667,1.411649
面相,3.36,1.319091
呐喊,4.0,0.866025
男人,4.7692309999999996,0.514408
闹市,3.730769,1.002305
宁愿,2.153846,1.084152
扭伤,4.038462,0.870897
暖气,4.2307690000000004,0.992278
虐待,3.32,1.249
培训,3.653846,0.891843
飘泊,2.423077,1.172112
屏障,2.961538,1.310901
歧途,2.576923,0.902134
气量,1.625,0.575779
器官,4.115385,0.993053
穷人,3.884615,1.17735
如果,1.5833329999999997,0.880547
洒脱,2.423077,1.02657
上演,2.64,1.150362
生肖,4.192308,0.895287
失窃,3.961538,0.915675
市镇,4.32,0.748331
事务,3.192308,1.132051
树林,4.576923,0.577794
送货,4.2307690000000004,0.764601
讨伐,2.92,0.953939
污水,4.576923,0.503831
无耻,2.269231,1.079173
误会,2.730769,1.150919
蜥蜴,4.846154,0.464095
洗雪,1.7142860000000004,1.101946
仙人,2.16,1.344123
相近,2.625,1.013496
香艳,2.384615,1.168826
想法,2.269231,1.282426
心醉,2.076923,1.163549
信奉,2.423077,1.101747
性质,2.576923,1.301478
许久,2.916667,0.974308
选举,3.961538,0.99923
延长,2.961538,1.182566
演变,2.538462,1.139501
仰角,3.2,1.258306
腰带,4.7307690000000004,0.452344
遗照,4.538462,0.706018
屹立,2.538462,1.207668
抑制,2.653846,1.198075
右手,4.846154,0.367946
圆滑,2.115385,1.070586
栽培,3.038462,0.99923
针线,4.538462,0.859338
真实,2.653846,1.294366
镇定,2.884615,1.17735
知音,2.730769,1.150919
忠贞,2.5,1.272792
周到,2.346154,1.263085
专注,2.653846,1.198075
追忆,2.153846,1.155588
走失,3.769231,1.031802
足迹,3.423077,1.301478
组队,3.923077,0.688365
遵照,3.153846,1.255143
安静,3.08,1.22202
百姓,4.0,1.080123
伴郎,4.346154,0.93562
表象,2.192308,1.200641
病历,4.384615,0.897861
波及,2.2,0.957427
才能,2.423077,1.270372
谗言,2.576923,1.238485
猖狂,2.24,1.051982
车箱,4.576923,0.503831
撤职,3.538462,1.174079
冲锋,3.346154,1.056118
出生,3.884615,0.863802
出席,4.0,0.848528
磁铁,4.307692,1.158248
打动,2.538462,1.066987
担任,2.923077,1.016782
得救,3.5,0.948683
的确,2.695652,1.222322
敌意,2.692308,1.158248
地震,4.615385,0.637302
地主,4.192308,0.800961
动词,2.692308,1.378963
堵塞,3.4,1.118034
度过,2.56,1.003328
对骂,3.615385,1.134087
恶运,2.307692,1.289007
仿生,2.608696,1.305204
飞弛,2.625,1.095941
封条,4.307692,0.928191
烽火,3.576923,1.390628
夫妻,4.5,0.707107
伏法,3.25,1.359348
干部,3.807692,1.096147
干线,3.08,1.28841
革职,3.576923,0.945434
阁下,3.84,1.106044
根治,3.16,1.143095
贡品,3.807692,1.16685
规则,3.28,1.369915
闺秀,3.68,1.281926
后盾,2.88,1.092398
后勤,3.692308,1.010712
候选,3.423077,1.172112
回味,2.269231,0.961569
混合,2.730769,1.115623
记述,3.230769,1.142198
甲子,3.727273,1.162174
江山,2.72,1.45831
叫喊,3.846154,1.007663
阶段,2.615385,1.061204
揭露,2.884615,1.107318
解脱,2.307692,1.158248
锦衣,3.28,1.339154
举办,3.346154,1.056118
绝对,2.75,1.293798
客官,4.153846,0.833897
口碑,2.615385,1.235376
宽恕,2.384615,1.235376
礼节,2.961538,1.248384
流行,2.192308,1.059027
旅费,4.038462,0.773603
满座,3.923077,1.230385
门路,2.5,1.240967
免疫,2.84,1.280625
女孩,4.653846,0.628796
爬山,4.346154,0.891843
胚胎,3.730769,1.250846
批次,3.230769,1.210213
劈柴,4.384615,0.982931
频繁,2.8,1.190238
评定,3.08,0.909212
破坏,3.346154,1.056118
魄力,2.153846,1.155588
切磋,2.730769,1.002305
请愿,2.88,1.053565
躯壳,3.653846,1.198075
仁厚,2.692308,1.158248
乳房,4.7307690000000004,0.603834
撒谎,2.807692,1.357033
时差,3.615385,1.267341
识别,3.115385,1.142871
拾荒,3.4,1.224745
食粮,4.16,1.143095
室内,4.2692309999999996,0.961569
受难,2.84,1.213809
疏远,2.64,1.18603
说谎,3.0,1.232883
嘶叫,3.615385,1.202561
四周,3.32,1.314027
松鼠,4.923077,0.271746
素描,3.88,1.092398
套房,4.333333,0.963087
贴身,3.423077,1.02657
托管,3.538462,1.028816
拖鞋,4.884615,0.325813
网络,3.192308,1.233507
位列,2.961538,0.870897
虾米,4.423077,0.945434
巷子,4.2692309999999996,1.115623
橡树,4.653846,0.79711
宵禁,3.615385,1.202561
笑骂,3.24,1.331666
新年,4.2307690000000004,1.106623
修补,3.615385,1.09825
阎王,3.36,1.704895
药物,4.346154,0.745241
依照,2.730769,1.002305
银币,4.615385,0.571099
用兵,2.96,1.098484
诱导,2.461538,1.272188
迂腐,2.16,1.027943
余波,2.416667,1.138904
原始,2.730769,1.34336
招租,3.692308,0.970329
支出,3.576923,1.172112
肢体,4.192308,1.020558
制裁,2.692308,1.010712
主妇,3.961538,0.915675
紫红,3.884615,1.336471
总和,3.64,1.113553
走散,3.384615,0.982931
座位,4.461538,0.508391
挨饿,4.0,0.866025
爱情,2.6,1.414214
安祥,3.041667,1.267629
把戏,2.76,1.2
包厢,4.5600000000000005,0.869866
报社,4.5600000000000005,0.711805
卑职,2.791667,1.062367
北约,4.157895,0.83421
背后,3.541667,1.062367
背脊,4.24,1.090871
便餐,4.08,0.909212
遍布,2.583333,1.316011
标本,4.0,1.080123
波浪,4.24,1.011599
脖子,4.84,0.374166
不然,1.947368,1.025978
不幸,2.64,1.254326
草书,4.0,1.080123
倡议,3.0,1.14208
成本,3.48,1.194432
成长,2.458333,1.215092
冲动,2.416667,1.017955
冲破,2.88,1.092398
次要,2.68,1.10755
打雷,4.4,0.763763
佃农,4.304348,1.105144
而今,2.416667,1.212854
发愁,2.916667,1.380506
发慌,2.88,1.235584
发射,3.875,1.190999
范畴,2.217391,0.850482
俘虏,4.12,1.301281
干掉,2.869565,1.391675
古板,2.76,1.051982
诡计,2.875,1.115601
国家,4.28,1.339154
含蓄,2.64,1.150362
何谓,2.0,0.816497
轰动,2.958333,1.082636
候鸟,4.32,0.852447
画面,3.28,1.30767
籍贯,4.32,0.988264
继承,3.24,1.422439
家事,3.32,1.281926
建功,2.916667,1.138904
僵硬,3.4,1.154701
讲师,4.4399999999999995,0.711805
今昔,2.590909,1.007547
卷轴,4.166667,0.916831
决斗,3.52,1.194432
军人,4.88,0.439697
亢奋,2.68,1.215182
蓝鲸,4.84,0.374166
老早,2.24,1.011599
冷清,2.68,1.144552
零用,3.380952,1.244033
蒙古,4.84,0.374166
妙计,2.88,1.268858
明朝,4.541667,0.779028
默祷,2.5,1.103355
某些,1.695652,0.822125
叛逆,2.72,1.208305
朋友,4.333333,0.868115
评论,4.083333,1.017955
棋子,4.130435,1.140349
气候,3.708333,0.999094
墙壁,4.68,0.476095
情人,3.64,1.150362
区分,3.086957,1.124643
去向,2.791667,1.215092
犬齿,4.130435,1.140349
筛选,3.173913,1.266785
山羊,4.96,0.2
商榷,2.5,1.103355
商议,2.92,1.15181
上书,3.217391,1.277658
师父,4.28,0.936305
蔬菜,4.16,1.213809
耍弄,2.48,1.084743
水塔,4.458333,0.58823
睡意,2.84,1.374773
颂赞,2.72,1.30767
太空,3.28,1.275408
淘金,3.041667,1.267629
特辑,3.416667,1.212854
庭园,4.52,0.585947
顽童,3.791667,1.215092
围困,2.75,1.073394
味蕾,3.44,1.293574
伍长,3.454545,1.335496
务农,3.88,0.881287
先驱,3.28,1.275408
霰弹,4.333333,0.816497
新奇,2.25,1.032094
熊市,3.409091,1.436235
虚名,2.48,1.084743
悬崖,4.4399999999999995,0.869866
