Word,Conc.M,Conc.SD
前面,3.482759,1.271127
襁褓,3.413793,1.018305
侵略,3.172414,1.25553
清酒,4.275862,1.031523
散热,2.965517,1.209568
森严,2.310345,1.198316
舍弃,2.758621,1.353703
摄入,2.758621,1.154345
摄氏,3.448276,1.152209
升幅,2.642857,1.095928
声势,2.482759,1.213634
胜仗,3.517241,1.056297
世俗,2.37931,0.941647
侍奉,3.071429,1.119807
视线,3.241379,1.299867
首级,3.448276,1.055131
殊荣,2.482759,1.18384
水利,3.551724,1.212618
私事,3.0,1.035098
宋朝,4.344828,1.044573
粟米,4.571429,0.741798
胎生,3.793103,1.145778
推销,3.172414,1.071346
晚宴,4.0,0.981307
危机,2.413793,1.180715
下级,3.37931,1.082781
咸蛋,4.517241,0.737791
祥和,2.448276,0.985111
心律,3.655172,1.289404
序幕,2.931034,1.131719
演绎,2.689655,1.227758
赝品,3.551724,1.212618
侥幸,2.172414,0.928477
野心,2.068966,1.222732
衣服,4.448276,0.73612
衣着,3.206897,1.206509
医术,2.862069,1.301761
樱花,4.862069,0.350931
幽怨,2.172414,0.88918
早餐,4.413793,0.682288
责任,2.793103,1.264327
招摇,2.413793,1.180715
遮丑,2.724138,1.031523
正式,2.62069,1.236752
正月,4.241379,1.023131
支付,4.137931,0.833415
支流,2.827586,1.136064
芝麻,4.689655,0.712313
织布,4.068966,0.997534
侄女,4.413793,0.982607
致富,2.827586,1.037475
秩序,3.103448,1.175489
中介,3.571429,1.03382
种类,3.142857,1.078898
周全,2.517241,1.056297
状况,2.137931,1.156477
姿态,2.62069,1.115277
组别,3.0,1.037749
薄雾,3.826087,0.834058
本人,4.6521740000000005,0.831685
标明,3.695652,1.105144
兵家,3.136364,1.125271
补充,3.304348,1.294561
不甘,2.608696,1.233588
不久,2.545455,1.184313
簿记,3.105263,1.242521
擦拭,4.130435,1.057628
秤砣,4.869565,0.34435
初版,3.521739,1.038774
雏菊,4.26087,1.096167
纯真,2.304348,1.105144
单打,3.826087,0.886883
到达,4.043478,0.975997
登台,3.826087,0.984063
电器,4.043478,0.928256
玷污,2.478261,0.897956
豆腐,4.869565,0.457697
镀金,4.043478,0.562322
兑换,3.478261,1.238385
恩爱,3.086957,1.276111
发行,3.521739,1.038774
飞行,3.956522,0.975997
浮躁,2.478261,1.038774
父子,4.6521740000000005,0.486985
公司,4.608696,0.499011
恭维,2.782609,0.998022
构成,2.954545,1.090097
谷仓,4.590909,0.666125
关键,2.681818,1.358794
过期,3.869565,0.967863
害羞,3.0,1.044466
好汉,3.173913,1.11405
合一,2.65,1.182103
后院,4.4347829999999995,0.50687
互相,2.565217,1.236788
花店,4.6521740000000005,0.486985
画作,4.304348,0.87567
汇率,4.090909,1.019294
婚纱,4.6521740000000005,0.486985
火药,4.73913,0.540824
获利,3.26087,1.009833
悸动,2.190476,1.123345
间隔,3.0,1.206045
见面,4.086957,0.792754
键盘,4.869565,0.34435
僵尸,3.380952,1.657594
讲究,2.391304,0.838783
教训,2.913043,0.99604
洁净,3.0,1.0
金鱼,4.869565,0.34435
尽头,2.545455,1.223861
警惕,2.869565,1.140349
敬语,2.863636,1.245772
炯炯,2.052632,0.779864
久等,2.695652,1.105144
就是,2.818182,1.220319
就坐,3.454545,1.184313
看透,2.304348,0.926125
孔子,4.521739,0.994053
矿石,4.6521740000000005,0.486985
拉车,3.826087,1.11405
连任,3.521739,1.343996
脸颊,4.608696,0.940944
茅屋,4.391304,0.782718
密林,3.826087,1.029217
名媛,3.521739,0.947224
募捐,3.73913,0.915393
奈何,2.136364,1.037187
内伤,2.608696,1.305204
牛市,3.26087,1.053884
捧场,2.956522,1.065076
骗子,3.608696,1.233588
奇怪,2.391304,1.196173
脐带,4.608696,0.499011
崎岖,3.0,1.0
切除,3.73913,1.214211
缺课,3.782609,1.085295
柔弱,2.478261,1.201119
烧伤,3.913043,0.848155
射程,3.826087,1.072473
申诉,3.636364,0.953463
失控,2.73913,1.321755
受聘,3.826087,1.029217
汤圆,4.826087,0.491026
桃花,4.869565,0.34435
题名,3.652174,0.884652
替代,3.304348,1.019571
痛风,3.782609,1.277658
投稿,3.956522,1.021508
突发,2.478261,1.081647
突兀,2.130435,0.967863
外遇,3.272727,0.935125
妄言,2.173913,0.984063
无私,2.478261,1.16266
咸鱼,4.3478259999999995,0.831685
现代,3.391304,0.940944
香蕉,4.869565,0.457697
橡皮,4.73913,0.751809
效果,2.818182,1.052723
胁持,3.0,1.279204
玄机,1.8636359999999996,0.940894
玄学,1.6363640000000004,0.953463
雪白,3.565217,1.03687
佯装,2.772727,0.972567
翼龙,3.5,1.424574
阴谋,2.695652,1.294561
应承,2.681818,1.393398
映射,2.681818,1.249242
雨水,4.5652170000000005,0.589768
御医,4.0,1.044466
允许,3.304348,1.063219
杂草,4.608696,0.499011
增加,3.391304,1.233588
占地,3.521739,1.343996
遮蔽,3.130435,1.217462
震惊,2.695652,1.019571
征询,3.086957,1.202764
支援,2.913043,1.083473
逐步,2.727273,0.984732
捉住,4.086957,0.99604
阻止,3.478261,1.081647
坐椅,4.608696,0.656376
办事,3.217391,1.042572
包裹,4.26087,0.619192
被动,2.478261,0.994053
冰雕,4.5652170000000005,0.589768
常任,3.0,1.044466
呈报,3.043478,1.296087
抽风,2.818182,1.052723
触觉,3.130435,1.289973
大家,3.391304,1.117592
大楼,4.6521740000000005,0.486985
订婚,4.4347829999999995,0.662371
兜风,3.304348,1.105144
兜售,3.478261,0.897956
渡轮,4.217391,0.998022
额外,3.0,1.128152
凡人,3.086957,1.124643
返工,3.391304,1.117592
父母,4.73913,0.448978
恭喜,3.217391,1.412815
拐带,3.0,1.0
跪拜,3.695652,1.145536
国货,4.0,1.128152
号令,2.782609,1.277658
灰心,2.652174,0.982052
彗星,4.478261,1.081647
及早,2.434783,0.895752
佳境,2.565217,1.342524
架子,3.782609,0.951388
肩膀,4.73913,0.540824
交往,3.26087,1.053884
角力,2.52381,0.980767
节日,4.0,0.904534
洁白,3.217391,1.042572
解说,3.26087,1.17618
戒严,3.173913,1.23038
近期,2.565217,1.079818
经文,3.727273,1.241421
救援,3.565217,1.121123
咀嚼,4.130435,1.099766
卷发,4.5652170000000005,0.589768
开销,3.434783,1.236788
刊物,4.130435,0.967863
馈赠,3.434783,1.079818
老师,4.6521740000000005,0.572768
乐章,3.782609,1.166055
联军,3.391304,1.076152
脸型,3.782609,1.166055
良方,3.26087,1.096167
邻居,4.26087,0.751809
凛冽,2.26087,0.963771
流失,2.695652,0.97397
律动,2.409091,1.259595
蒙受,2.545455,1.100964
面世,2.652174,1.265224
秒表,4.73913,0.448978
墨鱼,4.73913,0.619192
某种,2.086957,0.949308
念经,3.545455,1.143398
期限,3.5,1.336306
气馁,2.565217,1.03687
轻巧,2.652174,1.112274
清澈,3.391304,1.117592
请客,3.956522,1.021508
球赛,4.26087,0.810016
全貌,3.478261,1.038774
却步,2.238095,0.830949
日落,4.26087,0.915393
日元,4.5652170000000005,0.727767
入境,3.26087,1.286906
锐气,2.26087,1.17618
瑟缩,2.391304,1.033051
沙丘,4.391304,0.656376
射手,3.913043,0.99604
呻吟,3.043478,1.186219
升级,3.173913,1.15413
蚀本,2.944444,1.349171
氏族,3.565217,1.121123
侍应,2.565217,1.160959
疏散,3.391304,1.076152
熟练,3.043478,1.186219
丝巾,4.695652,0.470472
私人,3.409091,1.181568
泰国,4.913043,0.288104
淘气,3.0,1.128152
调教,2.590909,1.221205
调戏,2.73913,1.286906
通称,2.73913,1.17618
同盟,3.478261,1.038774
同情,2.782609,1.166055
土地,4.5652170000000005,0.589768
推理,2.956522,1.106931
吞噬,2.73913,1.214211
微妙,2.26087,1.251086
文字,4.173913,0.777652
消除,3.130435,1.217462
携带,3.521739,1.122884
心情,2.73913,1.286906
学校,4.73913,0.540824
巡查,3.130435,1.217462
殉情,2.782609,1.166055
盐湖,4.0,1.087115
眼科,4.26087,1.053884
揶揄,2.47619,0.980767
液体,4.130435,0.814881
异地,3.826087,1.11405
阴历,4.086957,0.792754
鹰爪,3.956522,1.14726
优秀,2.869565,1.179536
友情,3.086957,1.23998
幼龄,3.217391,1.126399
宇宙,3.478261,1.503619
浴衣,4.4347829999999995,0.843482
遭殃,2.695652,1.105144
眨眼,4.304348,0.702902
镇长,4.304348,0.926125
知足,2.652174,1.265224
质料,3.285714,1.055597
终点,3.608696,1.233588
装备,4.0,1.044466
族谱,4.26087,0.915393
钻头,4.478261,0.593109
作战,3.26087,1.053884
做主,3.217391,1.126399
暗藏,2.409091,1.140555
百货,3.478261,1.038774
颁发,3.26087,1.214211
暴光,3.090909,1.269011
蝙蝠,4.478261,0.947224
标竿,3.217391,1.166055
层次,3.043478,1.296087
查明,3.130435,1.289973
差事,2.956522,1.14726
掣肘,2.315789,1.249561
充公,2.954545,1.326552
愁苦,2.782609,1.312753
刺刀,4.695652,0.558796
错怪,3.130435,1.099766
答谢,3.347826,1.070628
弹头,3.913043,1.23998
得力,2.772727,1.109776
电镀,3.909091,0.921132
订单,4.0,0.904534
动人,2.26087,1.053884
冻肉,4.3478259999999995,0.982052
对于,2.227273,1.020356
顿悟,2.363636,1.135801
烦躁,3.173913,1.11405
访问,3.73913,0.864312
纷争,3.434783,1.03687
粉嫩,3.217391,1.042572
份量,3.304348,0.76484
封锁,3.043478,1.186219
高明,2.869565,1.391675
弓箭,4.608696,0.722315
归途,2.956522,1.186219
寒酸,2.782609,1.042572
旱灾,4.0,0.797724
和声,2.695652,1.145536
后辈,3.913043,0.848155
话语,3.304348,1.019571
回想,2.863636,1.245772
活动,3.545455,1.100964
活该,2.545455,1.29935
剧场,3.869565,1.01374
开门,4.391304,0.722315
开心,3.391304,1.305204
口气,2.909091,1.064988
蜡烛,4.695652,0.76484
练功,3.521739,0.947224
量杯,4.318182,0.893701
列入,2.695652,1.184551
邻国,3.695652,1.019571
流浪,3.26087,1.17618
麻辣,3.608696,0.988071
麻脸,3.619048,1.244033
麻醉,3.636364,0.953463
马力,3.173913,0.936734
馒头,4.869565,0.34435
蔓延,2.318182,0.945484
每当,2.227273,1.192509
拍摄,3.954545,0.898532
骗局,3.391304,0.891328
瓢虫,4.73913,0.619192
祈祷,2.826087,1.23038
祈求,2.478261,1.122884
骑士,4.043478,1.106931
旗杆,4.695652,0.558796
弃子,2.714286,0.845154
千米,4.086957,0.99604
桥牌,4.173913,1.15413
清兵,4.0,0.816497
情况,2.652174,0.982052
晴朗,3.652174,1.070628
驱散,2.869565,1.099766
曲调,3.434783,1.160959
全民,3.956522,0.877924
热情,3.0,1.314257
如意,2.652174,0.982052
弱势,3.391304,0.988071
伤心,3.043478,1.223938
赏金,4.043478,0.824525
神圣,2.130435,1.289973
生态,2.869565,1.358621
实干,2.904762,1.220851
授权,2.952381,1.116969
属下,3.695652,0.87567
水门,3.111111,1.323493
水准,2.5,1.185227
摊位,4.173913,0.650327
痛骂,3.304348,1.145536
屯兵,3.238095,1.091089
未来,2.363636,1.17698
文官,3.73913,1.053884
闲人,3.363636,1.093071
贤淑,2.478261,0.947224
销售,3.913043,0.668312
斜坡,4.217391,0.850482
星象,3.095238,1.410842
兴致,2.608696,1.15755
胸部,4.3478259999999995,0.572768
休眠,3.565217,0.662371
学位,4.173913,0.886883
烟民,4.304348,0.822125
妖术,2.173913,1.266785
义务,2.478261,1.309739
引言,3.304348,1.105144
应该,2.571429,1.121224
遇见,3.347826,1.112274
遇难,3.521739,1.201119
造化,1.913043,1.083473
炸弹,4.590909,0.590326
展开,2.909091,1.064988
战乱,3.652174,1.070628
长相,3.521739,1.343996
招牌,3.521739,1.122884
珍藏,3.130435,1.099766
整合,2.681818,0.945484
正名,2.772727,1.109776
汁液,4.086957,1.124643
枝节,3.4,1.095445
值日,3.695652,1.145536
制服,4.391304,0.891328
忠告,2.727273,0.984732
重播,3.782609,1.085295
重金,3.173913,1.15413
主脑,3.047619,1.359272
桌布,4.869565,0.34435
安排,3.086957,1.124643
斑马,4.695652,0.558796
办公,3.347826,0.982052
保护,2.913043,0.99604
保障,2.428571,1.028175
背光,3.333333,0.966092
博览,2.695652,1.105144
出狱,4.0454550000000005,0.998917
出浴,4.130435,0.919701
船长,4.6521740000000005,0.572768
闯进,2.782609,1.241572
辞退,3.73913,1.053884
贷款,4.173913,0.834058
当众,3.086957,1.124643
倒立,4.130435,0.757049
舵手,4.5652170000000005,0.589768
发令,3.478261,1.081647
饭盒,4.869565,0.34435
飞驰,2.869565,1.01374
吩咐,3.26087,1.096167
粉碎,3.521739,1.16266
封地,3.47619,0.980767
疯狗,3.913043,1.311247
父老,3.869565,1.179536
赋诗,3.391304,1.117592
盖章,4.304348,0.87567
敢于,2.434783,1.27301
感冒,4.4347829999999995,0.589768
感染,3.652174,1.191206
港口,4.5652170000000005,0.589768
歌颂,2.869565,1.254242
供词,3.695652,0.87567
龟缩,2.5,0.945905
好胜,2.608696,1.269901
合法,3.347826,1.228772
核实,3.130435,1.057628
黑洞,3.391304,1.437774
虹膜,3.636364,1.048602
湖畔,4.391304,0.583027
糊涂,2.636364,1.216766
换人,3.695652,1.019571
恍如,1.9545450000000004,0.843873
回路,3.0,0.894427
火炬,4.695652,0.76484
饥荒,3.869565,0.967863
基准,3.086957,1.276111
集中,3.086957,1.164359
伎俩,2.608696,1.117592
佳丽,3.086957,1.083473
建设,3.434783,1.342524
剑客,4.130435,0.919701
脚步,4.26087,0.915393
叫卖,3.652174,0.982052
接近,3.304348,0.97397
精彩,2.913043,1.202764
楷模,3.347826,1.191206
砍伐,3.956522,0.877924
看待,2.913043,1.040675
刻画,3.391304,1.233588
恐怖,2.304348,1.184551
拉面,4.695652,0.702902
蓝本,3.045455,1.132939
牢固,2.869565,1.217462
冷笑,3.428571,0.676123
冷战,3.0,1.272418
离别,3.521739,1.038774
礼金,4.478261,0.593109
例行,2.826087,0.984063
秘诀,3.272727,1.279204
描述,2.863636,1.125271
牧童,4.608696,0.891328
牧羊,4.521739,0.730477
浓烟,4.391304,1.033051
炮轰,3.545455,1.010765
琵琶,4.6521740000000005,0.884652
齐整,3.090909,1.019294
起誓,2.909091,1.230915
浅黄,3.954545,0.998917
求助,3.217391,0.951388
任务,3.636364,0.953463
荣耀,2.73913,1.388832
沙滩,4.772727,0.428932
晌午,3.73913,1.009833
水井,4.913043,0.288104
搜身,3.782609,0.795243
夙敌,2.761905,1.300183
唆使,2.521739,0.947224
所在,3.095238,1.300183
台上,4.043478,0.824525
贪欲,2.5,1.144344
叹气,3.772727,1.020356
腾空,2.869565,1.254242
贴切,2.727273,1.315903
偷渡,3.913043,0.949308
颓废,2.434783,1.27301
退隐,2.863636,1.206942
外交,3.521739,1.238385
外科,3.826087,1.11405
五行,2.913043,1.534839
馅饼,4.590909,0.908116
效率,2.869565,0.967863
写作,3.869565,0.757049
休想,2.52381,1.249762
修甲,4.217391,0.599736
选项,3.454545,1.184313
宴会,4.478261,0.593109
验证,3.26087,1.286906
秧苗,4.608696,0.782718
仰望,3.181818,1.180652
夜色,3.565217,1.121123
已婚,4.26087,1.053884
愠怒,2.565217,0.945135
增进,2.772727,1.192509
这种,2.55,1.234376
蔗糖,4.73913,0.448978
桎梏,2.5,1.336306
瞩目,2.521739,1.16266
驻扎,3.26087,1.053884
祝贺,3.347826,1.335144
专用,3.217391,1.277658
撞车,4.217391,0.902347
锥形,4.173913,0.886883
字迹,4.173913,0.650327
爱好,3.115385,0.90893
凹凸,3.461538,1.33359
斑鸠,4.538462,0.811456
悲伤,3.076923,1.293772
背负,2.304348,0.76484
笨拙,2.923077,1.055389
宾馆,4.461538,0.760567
补考,3.884615,0.863802
哺乳,4.2307690000000004,0.815239
裁剪,3.96,0.840635
采摘,4.076923,0.934797
出版,3.346154,1.16421
出去,3.461538,1.363254
初衷,2.08,1.077033
雏鸟,4.346154,0.561591
捶背,4.5,0.761577
纯情,2.076923,0.796145
翠玉,3.84,0.986577
打蜡,3.958333,0.690253
蛋壳,4.615385,0.571099
瞪视,3.4,0.957427
吊销,3.307692,1.225373
定论,2.583333,1.138904
独居,3.961538,0.773603
队长,3.961538,0.958364
发誓,2.653846,1.23101
废物,2.708333,0.999094
风纪,2.095238,1.091089
干柴,4.125,0.946963
隔绝,2.307692,1.010712
公事,3.192308,1.096147
巩固,2.5,1.029563
够用,2.583333,1.017955
谷物,4.038462,0.870897
骨科,4.153846,0.92487
光彩,2.48,1.084743
广告,3.076923,1.230385
聒噪,2.478261,1.201119
害怕,2.692308,1.192283
行乞,3.538462,1.103839
后备,2.545455,0.857864
互助,3.038462,0.870897
缓冲,2.68,0.988264
唤醒,3.166667,1.00722
羁留,2.52381,1.167007
极端,2.115385,1.032547
尖峰,2.875,0.850192
降服,2.461538,0.989172
郊外,3.576923,0.902134
焦点,2.730769,1.115623
街头,3.846154,1.286618
静脉,4.0,1.2
就绪,2.583333,1.017955
举世,2.25,0.73721
考古,3.653846,1.093336
拷问,3.12,1.013246
快速,2.923077,1.163549
狂妄,2.269231,1.002305
狼藉,2.48,1.122497
类别,2.92,1.077033
恋爱,2.730769,1.313246
锣鼓,4.653846,0.689481
麻油,4.7692309999999996,0.514408
莽撞,2.884615,0.951921
名气,2.56,0.916515
目录,3.923077,0.844894
目送,3.0,1.019804
沐浴,4.192308,0.938903
内疚,2.384615,1.09825
内战,3.2,1.0
牌九,3.652174,1.40158
膀胱,4.653846,0.628796
齐声,3.0,0.957427
强暴,3.36,1.075484
强调,2.56,0.916515
抢劫,4.038462,1.03849
青年,3.846154,0.967153
软垫,4.115385,0.652805
尚武,2.857143,1.014185
少数,3.230769,0.992278
射击,4.115385,0.816182
失血,3.692308,0.970329
时势,2.0,1.0
诉苦,3.115385,0.993053
所谓,1.8181820000000002,0.732664
锁匠,4.346154,0.745241
体检,3.692308,1.158248
替身,3.615385,0.941357
调解,3.0,1.019804
停止,3.8,1.0
投诉,3.115385,1.142871
完蛋,2.25,0.944089
旺盛,2.538462,0.904689
违抗,2.846154,0.880559
伪善,2.307692,1.010712
误差,2.88,1.013246
夕照,3.047619,1.244033
西医,4.076923,1.016782
线圈,3.692308,1.192283
宪兵,4.076923,1.016782
献身,2.666667,0.868115
写实,2.884615,1.17735
心跳,4.038462,0.915675
心仪,2.153846,0.967153
宣扬,2.52,0.714143
衍变,1.7199999999999998,0.842615
椅子,4.7692309999999996,0.514408
永世,2.043478,0.824525
优待,2.423077,0.986836
油墨,4.192308,0.980581
元老,3.461538,0.989172
早操,4.153846,0.92487
蚱蜢,4.64,0.907377
摘录,3.307692,1.010712
辗转,2.153846,0.784465
湛蓝,3.291667,1.041703
招待,3.346154,1.056118
制止,3.56,1.044031
中国,4.384615,0.982931
专一,2.846154,1.046606
壮观,2.423077,1.02657
卓越,2.269231,1.185165
自己,4.153846,0.833897
昨天,3.923077,1.262476
暗喻,1.6399999999999997,0.568624
毙命,3.461538,1.240347
材料,3.416667,1.248187
菜刀,4.7692309999999996,0.514408
糙米,4.538462,0.508391
差距,2.461538,0.811456
馋嘴,3.0,0.957427
迟到,3.653846,1.129329
垂涎,2.423077,0.856648
刺绣,4.2307690000000004,0.764601
带路,3.608696,1.033051
待业,3.346154,1.093336
德国,4.461538,0.904689
订金,3.423077,1.101747
冬菇,4.692308,0.549125
段落,3.192308,1.096147
队员,3.884615,0.993053
法国,4.5,0.905539
仿古,2.884615,1.210848
纺织,3.88,0.927362
费时,2.6,0.912871
风化,2.333333,0.963087
风能,3.28,1.137248
凤梨,4.5,0.989949
浮夸,1.8461540000000003,0.784465
概括,2.0,0.632456
稿费,4.2692309999999996,0.961569
功效,2.846154,1.084152
估计,2.2,0.763763
鼓励,2.692308,1.257592
光线,3.538462,1.139501
归依,2.04,0.888819
过分,2.423077,0.986836
号召,2.384615,0.897861
河马,4.576923,0.902134
候补,3.038462,0.958364
怀念,2.076923,1.128648
缓和,2.384615,0.752432
火星,4.28,1.061446
饥饿,3.346154,1.093336
积木,4.346154,0.745241
集邮,4.12,0.971253
焦土,3.478261,1.274561
脚印,4.384615,0.752432
境外,3.076923,0.934797
局势,2.307692,0.928191
聚积,2.652174,1.027295
课堂,4.115385,0.863802
控诉,2.961538,1.076319
狂热,2.0,0.69282
傀儡,2.923077,1.324329
了得,1.9565219999999997,0.824525
廉洁,2.884615,1.142871
脸孔,3.884615,1.070586
零售,3.730769,0.827415
陆战,3.6,0.912871
律师,4.346154,0.79711
埋没,2.56,0.916515
闹钟,4.7307690000000004,0.533494
泥土,4.692308,0.679366
逆境,2.115385,0.90893
牛奶,4.692308,0.679366
牛棚,4.692308,0.549125
蹒跚,2.423077,1.02657
泡影,2.038462,0.870897
炮仗,4.12,0.927362
剖析,2.08,0.571548
谱写,2.653846,1.056118
轻易,2.4,0.866025
倾向,1.92,0.812404
全部,2.84,1.434108
泉眼,4.153846,0.833897
热身,3.115385,0.863802
忍受,2.346154,0.79711
容纳,2.44,0.869866
赛事,3.730769,1.079173
舌头,4.692308,0.837579
尸骸,4.384615,0.803837
失实,2.291667,0.858673
施工,3.461538,0.904689
石膏,4.423077,0.702742
时机,2.04,0.538516
实用,2.384615,0.752432
手掌,4.653846,0.561591
水货,2.958333,0.858673
水域,3.307692,1.289007
私奔,2.76,1.16476
斯文,2.230769,0.764601
随从,3.0,0.932505
锁定,2.56,0.960902
甜品,3.961538,1.076319
跳跃,3.307692,1.158248
通风,3.208333,0.977093
头胎,3.72,1.021437
无限,1.7692310000000004,1.031802
五百,4.291667,0.999094
洗手,4.5,0.860233
下跌,3.115385,1.17735
相遇,2.846154,0.967153
香槟,4.576923,0.643309
襄助,2.238095,0.70034
谐音,2.846154,1.155588
嗅觉,3.692308,1.289007
学生,4.384615,0.752432
押运,3.24,0.879394
以前,2.423077,1.238485
因果,1.8846150000000002,0.90893
音乐,3.769231,1.031802
营运,2.461538,0.859338
硬拼,2.541667,0.931533
庸碌,2.115385,0.90893
犹豫,2.08,0.759386
渊源,1.8461540000000003,0.833897
砸碎,3.625,1.013496
摘取,3.4,1.040833
蟑螂,4.692308,0.679366
长进,2.24,0.723418
忠心,2.153846,0.967153
种子,4.08,0.909212
祝寿,3.307692,0.928191
转变,2.346154,0.93562
捉奸,3.32,1.10755
作曲,3.923077,1.055389
哀伤,3.0,1.318761
安危,2.625,1.013496
败北,3.391304,1.305204
邦交,3.15,1.225819
棒球,4.833333,0.481543
保存,3.666667,1.307725
抱负,2.541667,1.473805
碧绿,3.625,1.13492
壁画,4.666667,0.56466
不快,3.086957,1.083473
不能,4.086957,1.040675
布匹,4.5,0.780189
参数,3.125,1.329024
车票,4.75,0.675664
炽热,2.791667,1.284664
打印,4.291667,1.041703
道谢,3.833333,0.963087
等同,3.217391,1.042572
点头,4.5,0.65938
电疗,3.708333,0.80645
